"","Year","State","type","production","Avg","Measures","Materials","Chemical","Value"
"216",2019,"CALIFORNIA","BEARING","APPLICATIONS"," AVG","MEASURED IN LB / ACRE / APPLICATION"," ","INSECTICIDE","0.044"
"217",2019,"CALIFORNIA","BEARING","APPLICATIONS"," AVG","MEASURED IN LB / ACRE / APPLICATION"," ","INSECTICIDE","(D)"
"218",2019,"CALIFORNIA","BEARING","APPLICATIONS"," AVG","MEASURED IN LB / ACRE / APPLICATION"," ","INSECTICIDE","0.067"
"219",2019,"CALIFORNIA","BEARING","APPLICATIONS"," AVG","MEASURED IN LB / ACRE / APPLICATION"," ","INSECTICIDE","(D)"
"220",2019,"CALIFORNIA","BEARING","APPLICATIONS"," AVG","MEASURED IN LB / ACRE / APPLICATION"," ","INSECTICIDE","0.068"
"221",2019,"CALIFORNIA","BEARING","APPLICATIONS"," AVG","MEASURED IN LB / ACRE / APPLICATION"," ","INSECTICIDE","0.093"
"222",2019,"CALIFORNIA","BEARING","APPLICATIONS"," AVG","MEASURED IN LB / ACRE / APPLICATION"," ","INSECTICIDE","0.243"
"223",2019,"CALIFORNIA","BEARING","APPLICATIONS"," AVG","MEASURED IN LB / ACRE / APPLICATION"," ","INSECTICIDE","0.069"
"224",2019,"CALIFORNIA","BEARING","APPLICATIONS"," AVG","MEASURED IN LB / ACRE / APPLICATION"," ","INSECTICIDE","0.062"
"225",2019,"CALIFORNIA","BEARING","APPLICATIONS"," AVG","MEASURED IN LB / ACRE / APPLICATION"," ","INSECTICIDE","(D)"
"226",2019,"CALIFORNIA","BEARING","APPLICATIONS"," AVG","MEASURED IN LB / ACRE / APPLICATION"," ","OTHER","(D)"
"227",2019,"CALIFORNIA","BEARING","APPLICATIONS"," AVG","MEASURED IN LB / ACRE / APPLICATION"," ","OTHER","(NA)"
"228",2019,"CALIFORNIA","BEARING","APPLICATIONS"," AVG","MEASURED IN LB / ACRE / APPLICATION"," ","OTHER","(NA)"
"229",2019,"CALIFORNIA","BEARING","APPLICATIONS"," AVG","MEASURED IN LB / ACRE / APPLICATION"," ","OTHER","(NA)"
"230",2019,"CALIFORNIA","BEARING","APPLICATIONS"," AVG","MEASURED IN LB / ACRE / APPLICATION"," ","OTHER","(D)"
"231",2019,"CALIFORNIA","BEARING","APPLICATIONS"," AVG","MEASURED IN LB / ACRE / APPLICATION"," ","OTHER","(D)"
"232",2019,"CALIFORNIA","BEARING","APPLICATIONS"," AVG","MEASURED IN LB / ACRE / APPLICATION"," ","OTHER","244.066"
"233",2019,"CALIFORNIA","BEARING","APPLICATIONS"," AVG","MEASURED IN LB / ACRE / APPLICATION"," ","OTHER","83.557"
"234",2019,"CALIFORNIA","BEARING","APPLICATIONS"," AVG","MEASURED IN LB / ACRE / APPLICATION"," ","OTHER","0.112"
"235",2019,"CALIFORNIA","BEARING","APPLICATIONS"," AVG","MEASURED IN LB / ACRE / APPLICATION"," ","OTHER","(D)"
"236",2019,"CALIFORNIA","BEARING","APPLICATIONS"," AVG","MEASURED IN LB / ACRE / APPLICATION"," ","OTHER","(D)"
"237",2019,"CALIFORNIA","BEARING","APPLICATIONS"," AVG","MEASURED IN LB / ACRE / APPLICATION"," ","OTHER","0.161"
"238",2019,"CALIFORNIA","BEARING","APPLICATIONS"," AVG","MEASURED IN LB / ACRE / APPLICATION"," ","OTHER","(D)"
"239",2019,"CALIFORNIA","BEARING","APPLICATIONS"," AVG","MEASURED IN LB / ACRE / APPLICATION"," ","OTHER","214.011"
"240",2019,"CALIFORNIA","BEARING","APPLICATIONS"," AVG","MEASURED IN LB / ACRE / APPLICATION"," ","OTHER","228.063"
"241",2019,"CALIFORNIA","BEARING","APPLICATIONS"," AVG","MEASURED IN LB / ACRE / APPLICATION"," ","OTHER","(D)"
"242",2019,"CALIFORNIA","BEARING","APPLICATIONS"," AVG","MEASURED IN LB / ACRE / APPLICATION"," ","OTHER","(D)"
"243",2019,"CALIFORNIA","BEARING","APPLICATIONS"," AVG","MEASURED IN LB / ACRE / APPLICATION"," ","OTHER","(D)"
"244",2019,"CALIFORNIA","BEARING","APPLICATIONS"," AVG","MEASURED IN LB / ACRE / APPLICATION"," ","OTHER","0.191"
"245",2019,"CALIFORNIA","BEARING","APPLICATIONS"," AVG","MEASURED IN LB / ACRE / APPLICATION"," ","OTHER","(NA)"
"246",2019,"CALIFORNIA","BEARING","APPLICATIONS"," AVG","MEASURED IN LB / ACRE / APPLICATION"," ","","6"
"247",2019,"CALIFORNIA","BEARING","APPLICATIONS"," AVG","MEASURED IN LB / ACRE / APPLICATION"," ","","8"
"248",2019,"CALIFORNIA","BEARING","APPLICATIONS"," AVG","MEASURED IN LB / ACRE / APPLICATION"," ","","5"
"249",2019,"CALIFORNIA","BEARING","APPLICATIONS"," AVG","MEASURED IN LB / ACRE / APPLICATION"," ","","2"
"250",2019,"CALIFORNIA","BEARING","APPLICATIONS"," AVG","MEASURED IN LB / ACRE / YEAR"," ","FUNGICIDE","0.447"
"251",2019,"CALIFORNIA","BEARING","APPLICATIONS"," AVG","MEASURED IN LB / ACRE / YEAR"," ","FUNGICIDE","(NA)"
"252",2019,"CALIFORNIA","BEARING","APPLICATIONS"," AVG","MEASURED IN LB / ACRE / YEAR"," ","FUNGICIDE","(NA)"
"253",2019,"CALIFORNIA","BEARING","APPLICATIONS"," AVG","MEASURED IN LB / ACRE / YEAR"," ","FUNGICIDE","(NA)"
"254",2019,"CALIFORNIA","BEARING","APPLICATIONS"," AVG","MEASURED IN LB / ACRE / YEAR"," ","FUNGICIDE","(NA)"
"255",2019,"CALIFORNIA","BEARING","APPLICATIONS"," AVG","MEASURED IN LB / ACRE / YEAR"," ","FUNGICIDE","(NA)"
"256",2019,"CALIFORNIA","BEARING","APPLICATIONS"," AVG","MEASURED IN LB / ACRE / YEAR"," ","FUNGICIDE","0.54"
"257",2019,"CALIFORNIA","BEARING","APPLICATIONS"," AVG","MEASURED IN LB / ACRE / YEAR"," ","FUNGICIDE","0.051"
"258",2019,"CALIFORNIA","BEARING","APPLICATIONS"," AVG","MEASURED IN LB / ACRE / YEAR"," ","FUNGICIDE","0.508"
"259",2019,"CALIFORNIA","BEARING","APPLICATIONS"," AVG","MEASURED IN LB / ACRE / YEAR"," ","FUNGICIDE","(NA)"
"260",2019,"CALIFORNIA","BEARING","APPLICATIONS"," AVG","MEASURED IN LB / ACRE / YEAR"," ","FUNGICIDE","10.456"
"261",2019,"CALIFORNIA","BEARING","APPLICATIONS"," AVG","MEASURED IN LB / ACRE / YEAR"," ","FUNGICIDE","(D)"
"262",2019,"CALIFORNIA","BEARING","APPLICATIONS"," AVG","MEASURED IN LB / ACRE / YEAR"," ","FUNGICIDE","(D)"
"263",2019,"CALIFORNIA","BEARING","APPLICATIONS"," AVG","MEASURED IN LB / ACRE / YEAR"," ","FUNGICIDE","0.034"
"264",2019,"CALIFORNIA","BEARING","APPLICATIONS"," AVG","MEASURED IN LB / ACRE / YEAR"," ","FUNGICIDE","0.765"
"265",2019,"CALIFORNIA","BEARING","APPLICATIONS"," AVG","MEASURED IN LB / ACRE / YEAR"," ","FUNGICIDE","0.25"
"266",2019,"CALIFORNIA","BEARING","APPLICATIONS"," AVG","MEASURED IN LB / ACRE / YEAR"," ","FUNGICIDE","1.163"
"267",2019,"CALIFORNIA","BEARING","APPLICATIONS"," AVG","MEASURED IN LB / ACRE / YEAR"," ","FUNGICIDE","0.51"
"268",2019,"CALIFORNIA","BEARING","APPLICATIONS"," AVG","MEASURED IN LB / ACRE / YEAR"," ","FUNGICIDE","0.224"
"269",2019,"CALIFORNIA","BEARING","APPLICATIONS"," AVG","MEASURED IN LB / ACRE / YEAR"," ","FUNGICIDE","0.361"
"270",2019,"CALIFORNIA","BEARING","APPLICATIONS"," AVG","MEASURED IN LB / ACRE / YEAR"," ","FUNGICIDE","18.136"
"271",2019,"CALIFORNIA","BEARING","APPLICATIONS"," AVG","MEASURED IN LB / ACRE / YEAR"," ","FUNGICIDE","(D)"
"272",2019,"CALIFORNIA","BEARING","APPLICATIONS"," AVG","MEASURED IN LB / ACRE / YEAR"," ","FUNGICIDE","1.215"
"273",2019,"CALIFORNIA","BEARING","APPLICATIONS"," AVG","MEASURED IN LB / ACRE / YEAR"," ","FUNGICIDE","(D)"
"274",2019,"CALIFORNIA","BEARING","APPLICATIONS"," AVG","MEASURED IN LB / ACRE / YEAR"," ","FUNGICIDE","0.281"
"275",2019,"CALIFORNIA","BEARING","APPLICATIONS"," AVG","MEASURED IN LB / ACRE / YEAR"," ","FUNGICIDE","0.625"
"276",2019,"CALIFORNIA","BEARING","APPLICATIONS"," AVG","MEASURED IN LB / ACRE / YEAR"," ","FUNGICIDE","0.149"
"277",2019,"CALIFORNIA","BEARING","APPLICATIONS"," AVG","MEASURED IN LB / ACRE / YEAR"," ","FUNGICIDE","2.908"
"278",2019,"CALIFORNIA","BEARING","APPLICATIONS"," AVG","MEASURED IN LB / ACRE / YEAR"," ","FUNGICIDE","0.174"
"279",2019,"CALIFORNIA","BEARING","APPLICATIONS"," AVG","MEASURED IN LB / ACRE / YEAR"," ","FUNGICIDE","0.317"
"280",2019,"CALIFORNIA","BEARING","APPLICATIONS"," AVG","MEASURED IN LB / ACRE / YEAR"," ","FUNGICIDE","0.883"
"281",2019,"CALIFORNIA","BEARING","APPLICATIONS"," AVG","MEASURED IN LB / ACRE / YEAR"," ","FUNGICIDE","0.264"
"282",2019,"CALIFORNIA","BEARING","APPLICATIONS"," AVG","MEASURED IN LB / ACRE / YEAR"," ","FUNGICIDE","(NA)"
"283",2019,"CALIFORNIA","BEARING","APPLICATIONS"," AVG","MEASURED IN LB / ACRE / YEAR"," ","FUNGICIDE","26.646"
"284",2019,"CALIFORNIA","BEARING","APPLICATIONS"," AVG","MEASURED IN LB / ACRE / YEAR"," ","FUNGICIDE","0.058"
"285",2019,"CALIFORNIA","BEARING","APPLICATIONS"," AVG","MEASURED IN LB / ACRE / YEAR"," ","FUNGICIDE","1.041"
"286",2019,"CALIFORNIA","BEARING","APPLICATIONS"," AVG","MEASURED IN LB / ACRE / YEAR"," ","FUNGICIDE","5.064"
"287",2019,"CALIFORNIA","BEARING","APPLICATIONS"," AVG","MEASURED IN LB / ACRE / YEAR"," ","FUNGICIDE","(NA)"
"288",2019,"CALIFORNIA","BEARING","APPLICATIONS"," AVG","MEASURED IN LB / ACRE / YEAR"," ","FUNGICIDE","0.235"
"289",2019,"CALIFORNIA","BEARING","APPLICATIONS"," AVG","MEASURED IN LB / ACRE / YEAR"," ","FUNGICIDE","0.55"
"290",2019,"CALIFORNIA","BEARING","APPLICATIONS"," AVG","MEASURED IN LB / ACRE / YEAR"," ","HERBICIDE","0.074"
"291",2019,"CALIFORNIA","BEARING","APPLICATIONS"," AVG","MEASURED IN LB / ACRE / YEAR"," ","HERBICIDE","0.217"
"292",2019,"CALIFORNIA","BEARING","APPLICATIONS"," AVG","MEASURED IN LB / ACRE / YEAR"," ","HERBICIDE","(D)"
"293",2019,"CALIFORNIA","BEARING","APPLICATIONS"," AVG","MEASURED IN LB / ACRE / YEAR"," ","HERBICIDE","(D)"
"294",2019,"CALIFORNIA","BEARING","APPLICATIONS"," AVG","MEASURED IN LB / ACRE / YEAR"," ","HERBICIDE","(D)"
"295",2019,"CALIFORNIA","BEARING","APPLICATIONS"," AVG","MEASURED IN LB / ACRE / YEAR"," ","HERBICIDE","(D)"
"296",2019,"CALIFORNIA","BEARING","APPLICATIONS"," AVG","MEASURED IN LB / ACRE / YEAR"," ","HERBICIDE","0.428"
"297",2019,"CALIFORNIA","BEARING","APPLICATIONS"," AVG","MEASURED IN LB / ACRE / YEAR"," ","HERBICIDE","(D)"
"298",2019,"CALIFORNIA","BEARING","APPLICATIONS"," AVG","MEASURED IN LB / ACRE / YEAR"," ","HERBICIDE","1.84"
"299",2019,"CALIFORNIA","BEARING","APPLICATIONS"," AVG","MEASURED IN LB / ACRE / YEAR"," ","HERBICIDE","(D)"
"300",2019,"CALIFORNIA","BEARING","APPLICATIONS"," AVG","MEASURED IN LB / ACRE / YEAR"," ","INSECTICIDE","0.04"
"301",2019,"CALIFORNIA","BEARING","APPLICATIONS"," AVG","MEASURED IN LB / ACRE / YEAR"," ","INSECTICIDE","0.47"
"302",2019,"CALIFORNIA","BEARING","APPLICATIONS"," AVG","MEASURED IN LB / ACRE / YEAR"," ","INSECTICIDE","0.182"
"303",2019,"CALIFORNIA","BEARING","APPLICATIONS"," AVG","MEASURED IN LB / ACRE / YEAR"," ","INSECTICIDE","0.091"
"304",2019,"CALIFORNIA","BEARING","APPLICATIONS"," AVG","MEASURED IN LB / ACRE / YEAR"," ","INSECTICIDE","(NA)"
"305",2019,"CALIFORNIA","BEARING","APPLICATIONS"," AVG","MEASURED IN LB / ACRE / YEAR"," ","INSECTICIDE","0.978"
"306",2019,"CALIFORNIA","BEARING","APPLICATIONS"," AVG","MEASURED IN LB / ACRE / YEAR"," ","INSECTICIDE","0.346"
"307",2019,"CALIFORNIA","BEARING","APPLICATIONS"," AVG","MEASURED IN LB / ACRE / YEAR"," ","INSECTICIDE","(NA)"
"308",2019,"CALIFORNIA","BEARING","APPLICATIONS"," AVG","MEASURED IN LB / ACRE / YEAR"," ","INSECTICIDE","(NA)"
"309",2019,"CALIFORNIA","BEARING","APPLICATIONS"," AVG","MEASURED IN LB / ACRE / YEAR"," ","INSECTICIDE","(NA)"
"310",2019,"CALIFORNIA","BEARING","APPLICATIONS"," AVG","MEASURED IN LB / ACRE / YEAR"," ","INSECTICIDE","(NA)"
"311",2019,"CALIFORNIA","BEARING","APPLICATIONS"," AVG","MEASURED IN LB / ACRE / YEAR"," ","INSECTICIDE","(D)"
"312",2019,"CALIFORNIA","BEARING","APPLICATIONS"," AVG","MEASURED IN LB / ACRE / YEAR"," ","INSECTICIDE","(NA)"
"313",2019,"CALIFORNIA","BEARING","APPLICATIONS"," AVG","MEASURED IN LB / ACRE / YEAR"," ","INSECTICIDE","(D)"
"314",2019,"CALIFORNIA","BEARING","APPLICATIONS"," AVG","MEASURED IN LB / ACRE / YEAR"," ","INSECTICIDE","0.119"
"315",2019,"CALIFORNIA","BEARING","APPLICATIONS"," AVG","MEASURED IN LB / ACRE / YEAR"," ","INSECTICIDE","(D)"
"316",2019,"CALIFORNIA","BEARING","APPLICATIONS"," AVG","MEASURED IN LB / ACRE / YEAR"," ","INSECTICIDE","(NA)"
"317",2019,"CALIFORNIA","BEARING","APPLICATIONS"," AVG","MEASURED IN LB / ACRE / YEAR"," ","INSECTICIDE","0.222"
"318",2019,"CALIFORNIA","BEARING","APPLICATIONS"," AVG","MEASURED IN LB / ACRE / YEAR"," ","INSECTICIDE","0.299"
"319",2019,"CALIFORNIA","BEARING","APPLICATIONS"," AVG","MEASURED IN LB / ACRE / YEAR"," ","INSECTICIDE","0.581"
"320",2019,"CALIFORNIA","BEARING","APPLICATIONS"," AVG","MEASURED IN LB / ACRE / YEAR"," ","INSECTICIDE","(D)"
"321",2019,"CALIFORNIA","BEARING","APPLICATIONS"," AVG","MEASURED IN LB / ACRE / YEAR"," ","INSECTICIDE","0.531"
"322",2019,"CALIFORNIA","BEARING","APPLICATIONS"," AVG","MEASURED IN LB / ACRE / YEAR"," ","INSECTICIDE","0.128"
"323",2019,"CALIFORNIA","BEARING","APPLICATIONS"," AVG","MEASURED IN LB / ACRE / YEAR"," ","INSECTICIDE","0.161"
"324",2019,"CALIFORNIA","BEARING","APPLICATIONS"," AVG","MEASURED IN LB / ACRE / YEAR"," ","INSECTICIDE","0.399"
"325",2019,"CALIFORNIA","BEARING","APPLICATIONS"," AVG","MEASURED IN LB / ACRE / YEAR"," ","INSECTICIDE","(NA)"
"326",2019,"CALIFORNIA","BEARING","APPLICATIONS"," AVG","MEASURED IN LB / ACRE / YEAR"," ","INSECTICIDE","0.269"
"327",2019,"CALIFORNIA","BEARING","APPLICATIONS"," AVG","MEASURED IN LB / ACRE / YEAR"," ","INSECTICIDE","0.793"
"328",2019,"CALIFORNIA","BEARING","APPLICATIONS"," AVG","MEASURED IN LB / ACRE / YEAR"," ","INSECTICIDE","5.571"
"329",2019,"CALIFORNIA","BEARING","APPLICATIONS"," AVG","MEASURED IN LB / ACRE / YEAR"," ","INSECTICIDE","0.245"
"330",2019,"CALIFORNIA","BEARING","APPLICATIONS"," AVG","MEASURED IN LB / ACRE / YEAR"," ","INSECTICIDE","1.665"
"331",2019,"CALIFORNIA","BEARING","APPLICATIONS"," AVG","MEASURED IN LB / ACRE / YEAR"," ","INSECTICIDE","0.334"
"332",2019,"CALIFORNIA","BEARING","APPLICATIONS"," AVG","MEASURED IN LB / ACRE / YEAR"," ","INSECTICIDE","7.924"
"333",2019,"CALIFORNIA","BEARING","APPLICATIONS"," AVG","MEASURED IN LB / ACRE / YEAR"," ","INSECTICIDE","0.192"
"334",2019,"CALIFORNIA","BEARING","APPLICATIONS"," AVG","MEASURED IN LB / ACRE / YEAR"," ","INSECTICIDE","0.884"
"335",2019,"CALIFORNIA","BEARING","APPLICATIONS"," AVG","MEASURED IN LB / ACRE / YEAR"," ","INSECTICIDE","(D)"
"336",2019,"CALIFORNIA","BEARING","APPLICATIONS"," AVG","MEASURED IN LB / ACRE / YEAR"," ","INSECTICIDE","0.074"
"337",2019,"CALIFORNIA","BEARING","APPLICATIONS"," AVG","MEASURED IN LB / ACRE / YEAR"," ","INSECTICIDE","(D)"
"338",2019,"CALIFORNIA","BEARING","APPLICATIONS"," AVG","MEASURED IN LB / ACRE / YEAR"," ","INSECTICIDE","0.074"
"339",2019,"CALIFORNIA","BEARING","APPLICATIONS"," AVG","MEASURED IN LB / ACRE / YEAR"," ","INSECTICIDE","(D)"
"340",2019,"CALIFORNIA","BEARING","APPLICATIONS"," AVG","MEASURED IN LB / ACRE / YEAR"," ","INSECTICIDE","0.108"
"341",2019,"CALIFORNIA","BEARING","APPLICATIONS"," AVG","MEASURED IN LB / ACRE / YEAR"," ","INSECTICIDE","0.113"
"342",2019,"CALIFORNIA","BEARING","APPLICATIONS"," AVG","MEASURED IN LB / ACRE / YEAR"," ","INSECTICIDE","0.307"
"343",2019,"CALIFORNIA","BEARING","APPLICATIONS"," AVG","MEASURED IN LB / ACRE / YEAR"," ","INSECTICIDE","0.137"
"344",2019,"CALIFORNIA","BEARING","APPLICATIONS"," AVG","MEASURED IN LB / ACRE / YEAR"," ","INSECTICIDE","0.164"
"345",2019,"CALIFORNIA","BEARING","APPLICATIONS"," AVG","MEASURED IN LB / ACRE / YEAR"," ","INSECTICIDE","(D)"
"346",2019,"CALIFORNIA","BEARING","APPLICATIONS"," AVG","MEASURED IN LB / ACRE / YEAR"," ","OTHER","(D)"
"347",2019,"CALIFORNIA","BEARING","APPLICATIONS"," AVG","MEASURED IN LB / ACRE / YEAR"," ","OTHER","(NA)"
"348",2019,"CALIFORNIA","BEARING","APPLICATIONS"," AVG","MEASURED IN LB / ACRE / YEAR"," ","OTHER","(NA)"
"349",2019,"CALIFORNIA","BEARING","APPLICATIONS"," AVG","MEASURED IN LB / ACRE / YEAR"," ","OTHER","(NA)"
"350",2019,"CALIFORNIA","BEARING","APPLICATIONS"," AVG","MEASURED IN LB / ACRE / YEAR"," ","OTHER","(D)"
"351",2019,"CALIFORNIA","BEARING","APPLICATIONS"," AVG","MEASURED IN LB / ACRE / YEAR"," ","OTHER","(D)"
"352",2019,"CALIFORNIA","BEARING","APPLICATIONS"," AVG","MEASURED IN LB / ACRE / YEAR"," ","OTHER","345.893"
"353",2019,"CALIFORNIA","BEARING","APPLICATIONS"," AVG","MEASURED IN LB / ACRE / YEAR"," ","OTHER","125.71"
"354",2019,"CALIFORNIA","BEARING","APPLICATIONS"," AVG","MEASURED IN LB / ACRE / YEAR"," ","OTHER","0.188"
"355",2019,"CALIFORNIA","BEARING","APPLICATIONS"," AVG","MEASURED IN LB / ACRE / YEAR"," ","OTHER","(D)"
"356",2019,"CALIFORNIA","BEARING","APPLICATIONS"," AVG","MEASURED IN LB / ACRE / YEAR"," ","OTHER","(D)"
"357",2019,"CALIFORNIA","BEARING","APPLICATIONS"," AVG","MEASURED IN LB / ACRE / YEAR"," ","OTHER","0.235"
"358",2019,"CALIFORNIA","BEARING","APPLICATIONS"," AVG","MEASURED IN LB / ACRE / YEAR"," ","OTHER","(D)"
"359",2019,"CALIFORNIA","BEARING","APPLICATIONS"," AVG","MEASURED IN LB / ACRE / YEAR"," ","OTHER","244.72"
"360",2019,"CALIFORNIA","BEARING","APPLICATIONS"," AVG","MEASURED IN LB / ACRE / YEAR"," ","OTHER","303.425"
"361",2019,"CALIFORNIA","BEARING","APPLICATIONS"," AVG","MEASURED IN LB / ACRE / YEAR"," ","OTHER","(D)"
"362",2019,"CALIFORNIA","BEARING","APPLICATIONS"," AVG","MEASURED IN LB / ACRE / YEAR"," ","OTHER","(D)"
"363",2019,"CALIFORNIA","BEARING","APPLICATIONS"," AVG","MEASURED IN LB / ACRE / YEAR"," ","OTHER","(D)"
"364",2019,"CALIFORNIA","BEARING","APPLICATIONS"," AVG","MEASURED IN LB / ACRE / YEAR"," ","OTHER","0.231"
"365",2019,"CALIFORNIA","BEARING","APPLICATIONS"," AVG","MEASURED IN LB / ACRE / YEAR"," ","OTHER","(NA)"
"366",2019,"CALIFORNIA","BEARING","APPLICATIONS"," AVG","MEASURED IN LB / ACRE / YEAR"," ","","58"
"367",2019,"CALIFORNIA","BEARING","APPLICATIONS"," AVG","MEASURED IN LB / ACRE / YEAR"," ","","86"
"368",2019,"CALIFORNIA","BEARING","APPLICATIONS"," AVG","MEASURED IN LB / ACRE / YEAR"," ","","75"
"369",2019,"CALIFORNIA","BEARING","APPLICATIONS"," AVG","MEASURED IN LB / ACRE / YEAR"," ","","16"
"370",2019,"CALIFORNIA","BEARING","APPLICATIONS"," AVG","MEASURED IN NUMBER"," ","FUNGICIDE","2.2"
"371",2019,"CALIFORNIA","BEARING","APPLICATIONS"," AVG","MEASURED IN NUMBER"," ","FUNGICIDE","(D)"
"372",2019,"CALIFORNIA","BEARING","APPLICATIONS"," AVG","MEASURED IN NUMBER"," ","FUNGICIDE","1.2"
"373",2019,"CALIFORNIA","BEARING","APPLICATIONS"," AVG","MEASURED IN NUMBER"," ","FUNGICIDE","(D)"
"374",2019,"CALIFORNIA","BEARING","APPLICATIONS"," AVG","MEASURED IN NUMBER"," ","FUNGICIDE","(D)"
"375",2019,"CALIFORNIA","BEARING","APPLICATIONS"," AVG","MEASURED IN NUMBER"," ","FUNGICIDE","1.5"
"376",2019,"CALIFORNIA","BEARING","APPLICATIONS"," AVG","MEASURED IN NUMBER"," ","FUNGICIDE","1.1"
"377",2019,"CALIFORNIA","BEARING","APPLICATIONS"," AVG","MEASURED IN NUMBER"," ","FUNGICIDE","2.3"
"378",2019,"CALIFORNIA","BEARING","APPLICATIONS"," AVG","MEASURED IN NUMBER"," ","FUNGICIDE","1.5"
"379",2019,"CALIFORNIA","BEARING","APPLICATIONS"," AVG","MEASURED IN NUMBER"," ","FUNGICIDE","2.6"
"380",2019,"CALIFORNIA","BEARING","APPLICATIONS"," AVG","MEASURED IN NUMBER"," ","FUNGICIDE","6"
"381",2019,"CALIFORNIA","BEARING","APPLICATIONS"," AVG","MEASURED IN NUMBER"," ","FUNGICIDE","(D)"
"382",2019,"CALIFORNIA","BEARING","APPLICATIONS"," AVG","MEASURED IN NUMBER"," ","FUNGICIDE","(D)"
"383",2019,"CALIFORNIA","BEARING","APPLICATIONS"," AVG","MEASURED IN NUMBER"," ","FUNGICIDE","1.5"
"384",2019,"CALIFORNIA","BEARING","APPLICATIONS"," AVG","MEASURED IN NUMBER"," ","FUNGICIDE","2.4"
"385",2019,"CALIFORNIA","BEARING","APPLICATIONS"," AVG","MEASURED IN NUMBER"," ","FUNGICIDE","2.2"
"386",2019,"CALIFORNIA","BEARING","APPLICATIONS"," AVG","MEASURED IN NUMBER"," ","FUNGICIDE","1.9"
"387",2019,"CALIFORNIA","BEARING","APPLICATIONS"," AVG","MEASURED IN NUMBER"," ","FUNGICIDE","2.4"
"388",2019,"CALIFORNIA","BEARING","APPLICATIONS"," AVG","MEASURED IN NUMBER"," ","FUNGICIDE","2"
"389",2019,"CALIFORNIA","BEARING","APPLICATIONS"," AVG","MEASURED IN NUMBER"," ","FUNGICIDE","2.2"
"390",2019,"CALIFORNIA","BEARING","APPLICATIONS"," AVG","MEASURED IN NUMBER"," ","FUNGICIDE","4.5"
"391",2019,"CALIFORNIA","BEARING","APPLICATIONS"," AVG","MEASURED IN NUMBER"," ","FUNGICIDE","(D)"
"392",2019,"CALIFORNIA","BEARING","APPLICATIONS"," AVG","MEASURED IN NUMBER"," ","FUNGICIDE","2.5"
"393",2019,"CALIFORNIA","BEARING","APPLICATIONS"," AVG","MEASURED IN NUMBER"," ","FUNGICIDE","(D)"
"394",2019,"CALIFORNIA","BEARING","APPLICATIONS"," AVG","MEASURED IN NUMBER"," ","FUNGICIDE","2.6"
"395",2019,"CALIFORNIA","BEARING","APPLICATIONS"," AVG","MEASURED IN NUMBER"," ","FUNGICIDE","2.1"
"396",2019,"CALIFORNIA","BEARING","APPLICATIONS"," AVG","MEASURED IN NUMBER"," ","FUNGICIDE","2.1"
"397",2019,"CALIFORNIA","BEARING","APPLICATIONS"," AVG","MEASURED IN NUMBER"," ","FUNGICIDE","1.2"
"398",2019,"CALIFORNIA","BEARING","APPLICATIONS"," AVG","MEASURED IN NUMBER"," ","FUNGICIDE","1.6"
"399",2019,"CALIFORNIA","BEARING","APPLICATIONS"," AVG","MEASURED IN NUMBER"," ","FUNGICIDE","1.9"
"400",2019,"CALIFORNIA","BEARING","APPLICATIONS"," AVG","MEASURED IN NUMBER"," ","FUNGICIDE","1.7"
"401",2019,"CALIFORNIA","BEARING","APPLICATIONS"," AVG","MEASURED IN NUMBER"," ","FUNGICIDE","2.7"
"402",2019,"CALIFORNIA","BEARING","APPLICATIONS"," AVG","MEASURED IN NUMBER"," ","FUNGICIDE","(D)"
"403",2019,"CALIFORNIA","BEARING","APPLICATIONS"," AVG","MEASURED IN NUMBER"," ","FUNGICIDE","7.3"
"404",2019,"CALIFORNIA","BEARING","APPLICATIONS"," AVG","MEASURED IN NUMBER"," ","FUNGICIDE","1.5"
"405",2019,"CALIFORNIA","BEARING","APPLICATIONS"," AVG","MEASURED IN NUMBER"," ","FUNGICIDE","1.6"
"406",2019,"CALIFORNIA","BEARING","APPLICATIONS"," AVG","MEASURED IN NUMBER"," ","FUNGICIDE","2.3"
"407",2019,"CALIFORNIA","BEARING","APPLICATIONS"," AVG","MEASURED IN NUMBER"," ","FUNGICIDE","(D)"
"408",2019,"CALIFORNIA","BEARING","APPLICATIONS"," AVG","MEASURED IN NUMBER"," ","FUNGICIDE","2.1"
"409",2019,"CALIFORNIA","BEARING","APPLICATIONS"," AVG","MEASURED IN NUMBER"," ","FUNGICIDE","2.4"
"410",2019,"CALIFORNIA","BEARING","APPLICATIONS"," AVG","MEASURED IN NUMBER"," ","HERBICIDE","3"
"411",2019,"CALIFORNIA","BEARING","APPLICATIONS"," AVG","MEASURED IN NUMBER"," ","HERBICIDE","2.4"
"412",2019,"CALIFORNIA","BEARING","APPLICATIONS"," AVG","MEASURED IN NUMBER"," ","HERBICIDE","(D)"
"413",2019,"CALIFORNIA","BEARING","APPLICATIONS"," AVG","MEASURED IN NUMBER"," ","HERBICIDE","(D)"
"414",2019,"CALIFORNIA","BEARING","APPLICATIONS"," AVG","MEASURED IN NUMBER"," ","HERBICIDE","(D)"
"415",2019,"CALIFORNIA","BEARING","APPLICATIONS"," AVG","MEASURED IN NUMBER"," ","HERBICIDE","(D)"
